student_id,minutes_watched,paid_in_q2
271869,20.6167,0
271874,1.0167,0
271876,5.0167,0
271883,135.1833,0
271884,45.0667,0
271886,0.05,0
271913,32.7667,0
271914,55.8333,0
271919,3.6,0
271926,2.05,0
271930,13.25,0
271933,18.8167,0
271935,86.9667,0
271943,0.3667,0
271962,4.3167,0
271993,2.2833,0
271998,0.15,0
272049,0.05,0
272054,45.6333,0
272055,36.0167,0
272075,0.25,0
272089,11.0667,0
272096,26.9,0
272097,7.3833,0
272122,37.6833,0
272123,9.6833,0
272124,51.9,0
272129,1.25,0
272147,21.4167,0
272149,1.45,0
272155,67.8,0
272167,3.65,0
272172,1.6,0
272179,0.15,0
272181,12.9,0
272188,0.5,0
272206,0.8667,0
272217,0.4167,0
272219,8.3333,0
272233,1.8833,0
272236,18.5833,0
272250,0.1667,0
272252,20.35,0
272253,1.4167,0
272258,113.6667,0
272291,53.1667,0
272292,12.5833,0
272304,0.0833,0
272305,11.0833,0
272326,4.75,0
272333,5.4,0
272338,25.1833,0
272340,46.4333,0
272345,7.0333,0
272347,0.55,0
272363,30.2667,0
272375,6.5667,0
272381,0.2,0
272389,16.3667,0
272399,32.1333,0
272404,11.0667,0
272434,40.4667,0
272435,9.5,0
272440,12.6667,0
272443,20.8833,0
272453,17.2167,0
272460,3.7333,0
272465,1.6333,0
272471,46.5333,0
272473,10.3,0
272521,0.1167,0
272528,32.0167,0
272533,0.2167,0
272546,2.2167,0
272572,22.8,0
272577,57.5,0
272582,13.8167,0
272584,6.9,0
272593,0.4,0
272604,49.9833,0
272608,39.7,0
272610,2.2167,0
272626,105.3,0
272629,0.6167,0
272633,45.5167,0
272644,20.0333,0
272652,0.4667,0
272655,38.45,0
272664,15.85,0
272668,0.05,0
272669,43.7,0
272678,0.1,0
272693,46.2,0
272712,4.6333,0
272720,2.6333,0
272725,22.6167,0
272729,23.9333,0
272735,1.5833,0
272744,0.0333,0
272775,6.5667,0
272784,66.2833,0
272789,17.5333,0
272794,2.95,0
272805,0.3333,0
272827,0.6833,0
272834,0.1833,0
272837,43.5833,0
272840,9.7333,0
272852,0.95,0
272860,20.6667,0
272895,4.2833,0
272935,0.5333,0
272950,0.5667,0
272952,2.1667,0
272981,19.0,0
273013,0.4167,0
273022,3.9,0
273026,4.9333,0
273033,0.7167,0
273040,11.0667,0
273041,1.0333,0
273048,0.5333,0
273069,109.5833,0
273071,0.65,0
273083,60.5667,0
273113,7.2333,0
273118,19.4,0
273121,126.9167,0
273142,2.1667,0
273149,18.5667,0
273150,25.8,0
273152,7.0167,0
273163,4.5667,0
273168,9.1333,0
273179,46.0333,0
273186,77.55,0
273192,0.4,0
273201,2.2667,0
273204,1.0833,0
273212,0.7333,0
273224,49.7333,0
273230,9.4833,0
273232,14.3833,0
273240,5.9333,0
273242,6.2,0
273250,4.1167,0
273260,27.3,0
273261,41.4833,0
273272,49.6,0
273273,106.9,0
273278,5.05,0
273280,4.6,0
273290,54.5167,0
273293,49.6833,0
273298,3.1333,0
273300,4.5333,0
273307,31.75,0
273313,8.3333,0
273340,13.3167,0
273344,1.0167,0
273351,18.3833,0
273385,0.05,0
273397,72.2333,0
273428,1.3167,0
273442,41.3333,0
273446,1.0167,0
273467,4.05,0
273469,1.0167,0
273473,51.8,0
273476,1.4167,0
273480,0.6,0
273489,3.55,0
273492,3.1167,0
273502,1.4,0
273509,0.65,0
273525,4.1667,0
273534,21.7667,0
273557,3.7333,0
273566,19.5,0
273587,35.1167,0
273592,0.05,0
273598,0.55,0
273607,44.55,0
273608,6.55,0
273619,1.0,0
273620,7.4333,0
273624,0.05,0
273626,10.7833,0
273641,0.5333,0
273646,1.7333,0
273653,0.25,0
273694,0.1,0
273712,7.6667,0
273715,3.5333,0
273720,89.1,0
273721,57.3833,0
273724,17.2833,0
273768,3.25,0
273773,67.3833,0
273775,47.4167,0
273780,0.2333,0
273797,3.5667,0
273798,1.4167,0
273816,0.5833,0
273869,20.0333,0
273891,1.8667,0
273893,0.1833,0
273908,6.4833,0
273924,19.05,0
273942,22.85,0
273947,0.9167,0
273971,51.4667,0
273979,4.7333,0
273995,44.3833,0
273998,1.65,0
274002,4.0833,0
274028,2.55,0
274035,19.0167,0
274036,0.65,0
274045,0.7167,0
274060,82.45,0
274081,25.55,0
274085,18.6667,0
274086,5.8833,0
274089,7.7167,0
274099,7.7167,0
274143,1.2,0
274152,47.9167,0
274169,9.1,0
274171,1.8333,0
274176,1.9667,0
274182,38.1333,0
274192,54.3,0
274194,24.7333,0
274211,4.9333,0
274222,3.9167,0
274261,67.3167,0
274271,0.0833,0
274275,7.7833,0
274283,4.6333,0
274286,11.4,0
274316,0.0667,0
274318,5.5167,0
274331,9.2167,0
274334,0.05,0
274340,98.5667,0
274376,0.0833,0
274392,31.2167,0
274408,2.9667,0
274415,0.0667,0
274432,29.0167,0
274444,2.0833,0
274450,0.35,0
274458,30.2167,0
274462,88.3333,0
274465,11.8833,0
274469,43.3333,0
274472,45.8167,0
274476,7.0,0
274479,22.4667,0
274495,31.8833,0
274519,0.2833,0
274530,14.0667,0
274545,72.7667,0
274547,102.15,0
274555,7.75,0
274563,1.5,0
274574,1.2333,0
274584,7.6667,0
274587,28.7333,0
274591,1.2333,0
274602,68.1333,0
274613,0.6667,0
274615,23.8167,0
274635,1.1667,0
274642,12.2333,0
274644,0.7167,0
274650,3.45,0
274656,1.2167,0
274664,2.7667,0
274668,9.2167,0
274669,0.3833,0
274683,4.6833,0
274686,1.6167,0
274688,0.1667,0
274696,1.1,0
274700,0.2833,0
274701,0.5667,0
274706,0.5833,0
274708,0.1333,0
274713,16.0333,0
274725,22.75,0
274732,1.2,0
274733,3.55,0
274742,51.05,0
