student_id,minutes_watched,paid_in_q2
3708,1.3333,1
3709,1440.35,1
3712,47.85,1
3728,893.75,1
3750,51.8167,1
3758,153.9667,1
3774,1069.7667,1
3779,592.3,1
3780,125.65,1
3781,1600.7167,1
3785,362.2333,1
3787,216.3333,1
3797,306.8167,1
3799,115.1167,1
3809,7.3167,1
3814,164.1167,1
3815,210.95,1
3817,30.7833,1
3824,8.6667,1
3832,258.3,1
3840,0.4167,1
3850,405.5833,1
3852,1007.1167,1
3856,963.3667,1
3857,2.5,1
3860,266.45,1
3864,469.2333,1
3865,227.7,1
3874,2.0333,1
3875,517.6333,1
3878,2.0333,1
3897,0.1167,1
3908,13.3167,1
3913,0.2,1
3914,8.5833,1
3920,0.0667,1
3927,1393.0667,1
3931,1.9833,1
3934,98.7167,1
3938,50.3833,1
3943,83.5667,1
3949,214.0667,1
3965,9.5833,1
3969,56.2,1
3977,109.3167,1
3980,12.15,1
3983,18.6167,1
3984,697.1333,1
3985,0.3667,1
3987,103.3667,1
4001,181.15,1
4003,0.05,1
4013,1200.6167,1
4019,415.3,1
4034,1226.8167,1
4040,740.5833,1
4043,548.0167,1
4050,2023.55,1
4053,49.5333,1
4054,99.5833,1
4055,8.8333,1
4062,89.4333,1
4104,251.6167,1
4112,4.95,1
4132,502.3667,1
4135,0.0833,1
4143,76.6,1
4156,377.05,1
4158,19.9667,1
4160,120.4833,1
4162,0.55,1
4186,226.75,1
4220,39.9,1
4230,262.8,1
4231,669.9167,1
4241,29.05,1
4266,165.3,1
4294,51.4333,1
4311,4.5833,1
4320,5.1333,1
4322,51.8,1
4337,1018.6167,1
4347,34.9833,1
4360,410.6667,1
4363,55.5167,1
4371,13.9,1
4376,214.6833,1
4377,42.0333,1
4381,15.0833,1
4384,398.3167,1
4393,117.2167,1
4395,1.3,1
4400,1037.7667,1
4402,324.8,1
4404,615.35,1
4413,833.65,1
4435,806.3167,1
4450,0.35,1
4464,33.9,1
4514,306.15,1
4515,87.05,1
4522,0.6667,1
4537,169.5833,1
4539,0.05,1
4544,49.55,1
4551,0.1333,1
4553,0.1167,1
4568,20.7167,1
4574,36.1,1
4582,24.75,1
4585,635.9667,1
4593,2.8,1
4595,59.7,1
4609,19.2167,1
4613,130.8333,1
4615,0.3667,1
4617,1127.9,1
4621,1119.2167,1
4629,1812.8333,1
4640,293.8167,1
4646,149.3667,1
4685,6.2833,1
4686,4.6833,1
4692,106.05,1
4698,6.4667,1
4706,304.3833,1
4707,1308.05,1
4721,2416.65,1
4723,103.8167,1
4739,768.9667,1
4743,18.35,1
4745,56.3,1
4751,0.25,1
4756,96.75,1
4784,13.3667,1
4790,411.3,1
4793,5.1333,1
4795,255.0167,1
4797,5.2667,1
4803,109.15,1
4828,0.4833,1
4829,993.8333,1
4837,408.75,1
4843,594.8833,1
4849,680.8333,1
4861,5.4,1
4869,50.5833,1
4872,360.7,1
4874,391.6167,1
4877,12.6,1
4884,0.1,1
4898,153.4333,1
4917,1.9,1
4921,275.7833,1
4927,39.9667,1
4939,346.8667,1
4958,1449.2333,1
4969,5.1833,1
4972,48.2167,1
4991,946.7667,1
5010,391.4667,1
5028,819.1833,1
5036,964.15,1
5058,15.6833,1
5063,0.1,1
5064,252.1667,1
5070,181.5667,1
5071,315.3167,1
5076,348.3833,1
5080,1340.8167,1
5088,0.7833,1
5094,1183.9167,1
5098,281.5333,1
5104,253.4,1
5130,875.0833,1
5136,13.9,1
5143,30.1167,1
5153,59.7833,1
5155,54.6,1
5203,227.05,1
5212,415.7167,1
5221,0.0667,1
5227,0.3333,1
5262,426.5167,1
5274,22.0833,1
5279,139.4167,1
5286,226.6,1
5299,265.1,1
5309,710.5333,1
5321,888.5,1
5323,96.4,1
5325,166.5,1
5334,11.4833,1
5336,589.0333,1
5340,260.8,1
5358,14.9833,1
5380,0.8667,1
5382,569.2667,1
5385,334.8833,1
5389,0.3333,1
5391,357.55,1
5392,12.3167,1
5424,14.4,1
5427,41.4833,1
5434,461.15,1
5450,19.7667,1
5453,1559.0167,1
5502,244.8333,1
5511,0.0667,1
5515,7.2833,1
5567,761.9,1
5574,9.0833,1
5577,252.5333,1
5578,16.0167,1
5579,7.3833,1
5589,146.5167,1
5591,6.35,1
5598,28.1333,1
5601,245.8,1
5612,173.05,1
5632,112.4833,1
5633,2118.7667,1
5638,19.2667,1
5644,0.0667,1
5663,27.6,1
5671,29.2,1
5676,6.6167,1
5683,6.5667,1
5686,136.9667,1
5687,48.3,1
5704,0.55,1
5707,117.4667,1
5716,4.5333,1
5734,315.6333,1
5739,150.1833,1
5750,0.3833,1
5774,22.1,1
5782,297.85,1
5791,0.4167,1
5836,1259.5833,1
5884,65.0333,1
5939,17.7333,1
5955,111.0333,1
5971,53.9333,1
5974,1017.6333,1
5996,61.9333,1
6011,164.35,1
6027,24.15,1
6034,0.0833,1
6043,163.5333,1
6070,157.6833,1
6096,388.9167,1
6110,559.1,1
6125,1164.3833,1
6129,194.1,1
6218,14.7333,1
6227,235.6167,1
6239,48.4833,1
6252,409.8167,1
6253,283.95,1
6261,0.1833,1
6278,974.8667,1
6312,489.5333,1
6331,55.35,1
6363,62.0,1
6367,157.0667,1
6379,211.4167,1
6394,332.5667,1
6395,348.2167,1
6408,100.1167,1
6409,169.7333,1
6418,42.45,1
6421,660.6333,1
6433,254.1833,1
6451,12.2,1
6464,203.8833,1
6488,1468.6167,1
6503,8.2333,1
6505,80.8167,1
6530,604.6333,1
6542,128.6833,1
6559,160.4167,1
6560,20.35,1
6569,4.35,1
6580,26.7167,1
6589,443.7667,1
6599,33.6667,1
6616,1512.7667,1
6627,24.85,1
6643,541.9833,1
6659,189.1333,1
6665,24.35,1
6667,11.4333,1
6681,8.45,1
6685,523.6333,1
6698,35.1333,1
6739,2509.4,1
6741,32.9667,1
6743,23.9667,1
6745,86.8,1
6757,71.0,1
6773,18.0333,1
6791,261.1333,1
6814,27.4333,1
6817,13.5,1
6819,603.8,1
6824,307.5,1
6836,33.5333,1
6864,6.0167,1
6867,9.0833,1
6869,39.75,1
6871,14.2333,1
6884,1509.0667,1
6885,977.1167,1
6888,58.65,1
6890,290.8167,1
6921,2346.4,1
6924,268.05,1
6932,205.2,1
6939,0.4333,1
6940,35.9,1
6944,15.4333,1
6950,102.8833,1
6965,75.8667,1
6982,55.45,1
6997,164.4833,1
7008,0.2167,1
7013,115.7667,1
7015,0.1667,1
7021,31.6,1
7034,467.0333,1
7071,1382.2833,1
7076,3.0,1
7081,30.45,1
7086,1149.1333,1
7094,1.3,1
7096,133.1667,1
7100,117.25,1
7115,17.3333,1
7122,126.5,1
7127,231.3,1
7128,592.8833,1
7129,8.6167,1
7133,483.7,1
7155,147.4833,1
7163,252.6167,1
7169,32.1,1
7178,83.7833,1
7179,3.7333,1
7212,25.8333,1
7217,2.5833,1
7231,570.3333,1
7242,106.2333,1
7244,669.8333,1
7245,231.6,1
7246,379.25,1
7250,90.3167,1
7254,363.2833,1
7275,3.4333,1
7282,92.1833,1
7291,7.7167,1
7294,129.4667,1
7306,132.3,1
7307,231.6833,1
7310,32.1333,1
7334,153.0,1
7343,985.05,1
7349,1270.9167,1
7355,0.3667,1
7358,163.4667,1
7365,648.7833,1
7373,17.9833,1
7382,969.4667,1
7386,70.0333,1
7404,14.5667,1
7406,7.55,1
7412,1931.2667,1
7443,14.8333,1
7452,9.15,1
7475,556.2333,1
7482,110.2667,1
7483,1.85,1
7487,681.2667,1
7495,0.15,1
7502,134.3833,1
7503,44.8833,1
7521,59.25,1
7524,0.1167,1
7540,193.1167,1
7548,3.9833,1
7561,890.0167,1
7568,687.6333,1
7583,712.5667,1
7606,14.7,1
7612,891.1167,1
7620,118.3667,1
7631,22.9333,1
7645,288.75,1
7676,0.05,1
7687,2416.8667,1
7724,24.1,1
7726,73.7,1
7735,0.1,1
7742,213.2167,1
7752,70.65,1
7782,135.65,1
7819,5.9833,1
7861,1918.8667,1
7863,2.3167,1
7873,9.8167,1
7889,1.15,1
