student_id,minutes_watched,paid_in_q2
148060,42.6667,1
148133,0.95,1
148346,210.45,1
148577,22.6667,1
148628,241.2833,1
148643,97.8167,1
148901,29.45,1
149042,438.5,1
149131,12.1333,1
149218,9.1833,1
149652,644.6667,1
150745,440.1667,1
150906,160.4667,1
151404,50.8167,1
151418,35.7667,1
152188,43.85,1
152241,141.4833,1
152267,0.0667,1
152896,579.0167,1
153745,86.7,1
153895,0.05,1
153897,20.0,1
153938,95.5333,1
153953,226.5,1
154092,600.8333,1
154509,13.25,1
154674,578.8333,1
155640,798.45,1
155900,33.9333,1
155924,124.0,1
156057,124.6,1
156182,704.5167,1
156240,1465.1833,1
156241,23.9667,1
156293,169.8,1
156344,170.4333,1
156399,8.6167,1
156409,667.9833,1
156484,116.8667,1
156501,21.5333,1
156549,0.3667,1
156680,19.1333,1
156694,5.8,1
156696,12.7833,1
156787,59.1333,1
156845,504.9667,1
156894,22.9,1
157171,43.8333,1
157277,696.3167,1
157976,425.9667,1
158049,416.7167,1
158129,56.6167,1
158179,442.5667,1
158529,329.3,1
159060,176.5167,1
159336,501.2333,1
160524,75.8,1
160677,73.8,1
161173,319.9,1
161210,805.45,1
161227,83.9,1
161485,183.3333,1
161496,688.05,1
161524,159.5,1
161537,91.05,1
161693,358.4167,1
161703,230.5333,1
162406,83.9833,1
162497,1267.3833,1
163473,348.3,1
163918,13.8167,1
165014,27.8333,1
165557,34.5833,1
166070,843.5,1
166145,533.25,1
167091,12.1167,1
167964,1286.6667,1
168253,1.7167,1
169966,469.45,1
170014,34.1667,1
170034,150.6667,1
170706,1.75,1
170905,176.3167,1
171001,5.7833,1
171176,3.4,1
171296,8.0667,1
171313,1449.7,1
171350,5.35,1
171425,15.25,1
171479,224.3667,1
171523,680.0833,1
171609,92.3333,1
171693,533.9833,1
171738,772.2667,1
171832,9.6667,1
171898,179.0,1
171942,1545.55,1
172218,154.3833,1
172397,39.45,1
172427,7.2833,1
172441,2159.3,1
172596,1.9667,1
172701,105.0167,1
172814,562.7833,1
172823,64.7167,1
173018,55.6333,1
173313,869.0,1
174213,44.8667,1
175038,978.7833,1
175440,788.9167,1
175768,19.25,1
175955,56.55,1
175975,101.7333,1
176858,8.8167,1
177134,21.8,1
178303,46.95,1
179127,299.1667,1
179264,73.4333,1
180277,41.9,1
181083,225.7167,1
181545,64.1833,1
181800,362.1167,1
182398,114.3167,1
182765,115.0333,1
182962,505.7833,1
183092,101.3167,1
183189,133.1,1
183978,2010.4333,1
184136,93.0,1
184717,260.2833,1
185462,150.7,1
187084,75.0,1
187632,68.8333,1
190394,89.3,1
192420,451.1333,1
193484,78.4167,1
196154,67.0167,1
196268,324.1167,1
200261,17.5833,1
201159,476.6833,1
201214,17.4167,1
203950,15.5333,1
204116,714.25,1
205950,902.7333,1
207559,66.25,1
211139,483.35,1
212436,0.0667,1
213109,281.95,1
213379,160.7667,1
213528,174.3333,1
215310,28.55,1
215608,572.1,1
215796,46.8333,1
217758,19.4667,1
218026,4.5,1
219514,14.2667,1
219561,602.8833,1
222991,1932.7167,1
223510,33.0,1
223701,4.0667,1
224276,43.25,1
224426,69.3,1
224777,38.85,1
225103,44.2833,1
226169,802.75,1
227387,588.0833,1
227711,1029.8833,1
228416,16.2833,1
228445,9.2667,1
228557,134.5667,1
230140,608.9,1
230151,883.2,1
230273,144.9167,1
230336,21.1667,1
231588,445.4,1
232131,595.0833,1
233090,19.55,1
234155,225.5333,1
234596,773.7667,1
234600,85.2,1
234748,280.9333,1
235192,1051.25,1
235274,345.5,1
235486,29.2667,1
235677,43.25,1
235692,212.6167,1
236349,0.4,1
237385,9.75,1
238234,25.95,1
238267,470.7667,1
238593,4.2333,1
239003,287.3667,1
239932,42.0,1
240248,443.9667,1
240763,13.3833,1
240987,253.0333,1
243618,288.2,1
244586,101.9667,1
245078,55.65,1
246415,0.2167,1
246846,11.3167,1
247102,48.1167,1
247618,581.0,1
247869,0.3333,1
247871,81.65,1
249318,143.8167,1
250351,153.85,1
250388,121.0667,1
250466,0.2167,1
250609,7.3833,1
250694,489.7333,1
250989,1.3833,1
252073,23.0667,1
252262,4.9167,1
253157,0.5667,1
253225,3.2833,1
253338,65.3667,1
253574,1176.1333,1
253682,493.3167,1
254117,136.6167,1
254152,237.2167,1
254261,0.45,1
254310,1317.85,1
254389,38.1833,1
254397,21.5833,1
254428,55.55,1
254432,4.55,1
254450,30.0167,1
254527,42.85,1
254550,5.7167,1
254601,386.55,1
254737,54.6667,1
254791,164.6667,1
254795,0.7,1
254798,44.0333,1
254855,80.5,1
254858,257.5,1
254882,11.4667,1
254914,1020.1,1
254935,12.7,1
254953,749.8,1
254958,512.7167,1
254972,173.5667,1
254985,1.9833,1
255012,158.0167,1
255058,731.7333,1
255059,395.85,1
255153,58.2167,1
255169,367.25,1
255189,0.25,1
255220,1096.6333,1
255232,180.7667,1
255269,279.55,1
255275,723.55,1
255296,589.55,1
255315,1.2667,1
255332,6.7667,1
255342,19.6833,1
255396,593.3333,1
255529,1.9167,1
255534,118.3333,1
256422,54.4167,1
256443,173.0667,1
256703,1914.4167,1
256834,130.0,1
256838,7.7,1
257244,61.75,1
257415,181.4,1
257898,50.4333,1
258141,351.8167,1
258256,73.6333,1
258374,7.5833,1
258386,207.7167,1
258463,198.0833,1
258636,687.7667,1
258782,387.3833,1
258803,8.45,1
259070,0.2667,1
259174,281.5,1
259283,564.65,1
259494,113.5833,1
259654,0.2667,1
259702,33.4333,1
259777,48.6,1
259781,8.7667,1
259860,1595.1167,1
259996,516.2333,1
260111,125.9333,1
260173,1378.0667,1
260176,29.8,1
260345,1387.15,1
260356,120.95,1
260572,426.8,1
260593,162.6667,1
260707,36.0833,1
260861,194.0333,1
260952,285.35,1
260971,24.3167,1
261019,719.5,1
261073,425.75,1
261121,198.25,1
261189,405.0833,1
261241,29.2167,1
261325,448.3833,1
261374,142.9,1
261390,107.4667,1
261412,1648.3,1
261417,322.7833,1
261491,40.85,1
261515,7.1333,1
261519,147.8167,1
261550,636.4833,1
261554,128.7333,1
261565,59.7,1
261577,0.6,1
261626,191.5833,1
261658,199.35,1
261668,178.7,1
261693,450.0833,1
261737,417.5,1
261758,52.4,1
261766,234.7,1
261782,19.9833,1
261783,45.8667,1
261788,0.5667,1
261820,348.6333,1
262112,1574.3667,1
262237,116.0333,1
262273,47.45,1
262297,16.9667,1
262386,332.0667,1
262406,570.5667,1
262459,1077.4167,1
262578,62.6333,1
262580,32.3167,1
262754,14.3,1
262761,172.6333,1
262792,132.3667,1
262817,265.9167,1
262955,18.8167,1
263087,716.0,1
263296,258.5833,1
263300,0.9,1
263307,120.9,1
263501,28.75,1
263529,388.0833,1
263661,86.9667,1
263798,27.6,1
263934,17.95,1
264081,574.3167,1
264259,50.0833,1
264637,187.9333,1
264699,79.1167,1
264826,239.25,1
264998,2.5333,1
265025,71.0,1
265110,584.05,1
265262,33.2833,1
265310,608.3667,1
265317,310.9333,1
265337,11.2833,1
265449,86.5167,1
265519,470.3833,1
265588,1465.75,1
265653,181.8167,1
265789,251.8167,1
265918,13.5,1
265967,1371.45,1
266001,1749.95,1
266095,514.3667,1
266332,705.8,1
266477,69.85,1
266544,39.7833,1
266548,1589.4,1
266584,177.35,1
266615,3.8833,1
266616,94.7833,1
266731,501.3833,1
266754,328.7333,1
266788,1288.0,1
266810,73.5833,1
266894,67.5,1
267203,515.7667,1
267488,141.05,1
267496,165.75,1
267721,615.4,1
267843,56.8833,1
267919,300.7833,1
267949,110.65,1
267959,809.7833,1
268046,10.0333,1
268104,112.75,1
268113,320.2333,1
268147,80.95,1
268293,518.4167,1
268352,435.8,1
268390,2009.3833,1
268510,167.5333,1
268553,78.1333,1
268556,908.65,1
268600,156.45,1
268618,196.4667,1
268701,2.8833,1
268714,561.0833,1
268718,260.45,1
268779,117.9167,1
268796,1844.5333,1
268805,1880.25,1
268830,52.1833,1
268866,441.7833,1
268985,1491.0667,1
269013,333.7833,1
269070,573.3667,1
269289,165.1667,1
269470,267.8333,1
269485,921.8167,1
269518,1662.8167,1
269519,521.85,1
269594,181.4167,1
269633,116.35,1
269646,1220.0667,1
269653,504.1,1
269771,861.2,1
269843,513.4667,1
269864,212.3333,1
269924,1048.4,1
269937,246.1667,1
270022,548.5667,1
270098,363.75,1
270135,249.3333,1
270179,536.1333,1
270183,78.55,1
270304,58.9333,1
270460,936.0167,1
270486,953.0333,1
270700,611.55,1
270710,912.1833,1
270738,1342.0667,1
270811,185.9,1
270930,397.1667,1
270947,20.4667,1
270957,1320.95,1
271094,181.3,1
271114,166.6167,1
271197,130.9667,1
271352,198.9833,1
271426,43.7,1
271465,831.2833,1
271670,267.6,1
271720,50.85,1
271760,52.0,1
271761,1452.9667,1
271768,1.8333,1
271787,98.6,1
271792,317.1833,1
271872,391.6667,1
272001,1298.6167,1
272029,606.65,1
272058,687.5833,1
272157,379.1333,1
272283,451.2333,1
272359,48.8,1
272437,789.95,1
272755,178.3167,1
272906,47.8667,1
272977,167.95,1
272991,2160.5667,1
273235,116.5833,1
273249,395.9333,1
273671,601.3,1
273841,1047.5167,1
274000,139.5833,1
274039,1160.6,1
274209,1029.2167,1
274273,601.3333,1
274278,213.1,1
274382,626.35,1
274475,261.7833,1
274544,85.4333,1
274552,191.5,1
274564,1862.7833,1
274572,725.8333,1
274576,1203.1333,1
274585,30.05,1
274879,21.7167,1
274908,458.45,1
274948,361.4667,1
274958,108.2,1
274985,71.7167,1
275008,173.4333,1
275021,210.4667,1
275103,169.4833,1
275112,150.2667,1
275126,2.1,1
275141,94.9333,1
275165,657.2667,1
275253,25.1167,1
275286,269.1833,1
275290,223.7167,1
275292,21.2167,1
275293,104.5667,1
275440,77.2667,1
275442,1505.0333,1
275449,772.0667,1
275457,74.95,1
275470,1443.3667,1
275498,49.5167,1
275510,37.15,1
275516,43.4833,1
275518,21.8667,1
275529,26.05,1
275571,16.1167,1
275574,419.9167,1
